591,"""MetaBurn Sit-Through""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
592,"""MetaBurn Sit-Up To V-Up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
593,"""MetaBurn Sit-Up With Rotation""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
594,"""MetaBurn Split-Leg Crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
595,"""MetaBurn Tabletop Hip Thrust""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
596,"""MetaBurn Tabletop With Russian Kick""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
597,"""MetaBurn Toe Driver Abs""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
598,"""MetaBurn-V-Up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
599,"""X-body V-up""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
600,"""MetaBurn Swivel Crunch""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
601,"""Robertson Core-Engaged Dead Bug""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
602,"""FYR2 Double-Under""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
603,"""FYR2 Fire Feet with Burpee Tuck Jump Drill""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
604,"""FYR2 Flutter Kick""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
605,"""FYR2 Half-Moon""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
606,"""FYR2 Leopard Crawl""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
607,"""FYR2 Plank Alternating Front Step""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
608,"""FYR2 Shoulder Tap""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
609,"""Hand shift plank""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
610,"""Cross-body plank march""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
611,"""Bent-knee Copenhagen hip adduction""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
612,"""Copenhagen plank""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
613,"""ACFT Hanging leg tuck""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
614,"""Alternating hanging knee raise""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
615,"""Plank To Sphinx""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
616,"""Twisting Mountain Climbers""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
617,"""Jack Knives""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
618,"""Hanging Leg Raises""","""Strength""","""Abdominals""","""Body Only""","""Intermediate"""
619,"""Dumbbell suitcase crunch""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
620,"""Medicine ball rotational throw""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
621,"""Hollow-hold ball toss""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
622,"""Partner front Russian twist and pass""","""Strength""","""Abdominals""","""Medicine Ball""","""Beginner"""
623,"""Sit-up with single-arm overhand throw""","""Plyometrics""","""Abdominals""","""Medicine Ball""","""Intermediate"""
624,"""Medicine ball partner twist""","""Plyometrics""","""Abdominals""","""Medicine Ball""","""Intermediate"""
625,"""Partner side Russian twist and pass""","""Strength""","""Abdominals""","""Medicine Ball""","""Beginner"""
626,"""Medicine ball half moon""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
627,"""Exercise ball roll-out""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
628,"""Medicine ball pass""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
629,"""Partner medicine ball sit-up""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
630,"""Medicine ball Russian twist""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
631,"""30 Medicine Ball Slam""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
632,"""Medicine ball twist""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
633,"""FYR2 Medicine Ball Complex""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
634,"""FYR2 Medicine Ball Fire-Feet Drill""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
635,"""FYR2 Medicine Ball Knees-to-Chest""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
636,"""FYR2 Medicine Ball Mountain Climber""","""Strength""","""Abdominals""","""Medicine Ball""","""Intermediate"""
637,"""Decline oblique crunch""","""Strength""","""Abdominals""","""None""","""Intermediate"""
638,"""Decline sit-up""","""Strength""","""Abdominals""","""None""","""Intermediate"""
639,"""Hanging Windshield Wiper""","""Strength""","""Abdominals""","""None""","""Intermediate"""
640,"""Exercise Ball Pull-In""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
641,"""Exercise ball crunch""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
642,"""Feet-elevated crunch""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
643,"""Weighted Ball Side Bend""","""Strength""","""Abdominals""","""Exercise Ball""","""Beginner"""
644,"""Swiss Ball Ab Roll-Out""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
645,"""Exercise Ball Cable Crunch - Gethin Variation""","""Strength""","""Abdominals""","""Cable""","""Intermediate"""
646,"""Exercise ball squat and twist""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
647,"""Swiss Ball V-Up With Foot Pass""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
648,"""Exercise ball pike""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
649,"""Exercise ball bird dog""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
650,"""Exercise ball superman""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
651,"""BOSU cross-body crunch""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
652,"""Exercise Ball Knee Tuck - Gethin Varation""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
653,"""Alternating Exercise Ball Knee Tucks - Gethin Variation""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
654,"""AM Ball Crunch""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
655,"""30 Bosu Cable Reverse Crunch""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
656,"""BOSU knee tuck""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
657,"""30 Side Plank On Ball""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
658,"""Hanging exercise ball leg raise""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
659,"""Taylor Exercise Ball Stir-The-Pot""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
660,"""FYR2 Air Ball""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
661,"""Feet-elevated plank on ball""","""Strength""","""Abdominals""","""Exercise Ball""","""Intermediate"""
662,"""Band Hip Adductions""","""Strength""","""Adductors""","""Bands""","""Beginner"""
663,"""Lateral Band Walk""","""Strength""","""Abductors""","""Bands""","""Intermediate"""
664,"""FYR2 Standing Banded Leg Abduction""","""Strength""","""Abductors""","""Bands""","""Intermediate"""
665,"""Iliotibial band SMR""","""Stretching""","""Abductors""","""Foam Roll""","""Intermediate"""
666,"""Adductor SMR""","""Stretching""","""Adductors""","""Foam Roll""","""Beginner"""
667,"""Lying Bent Leg Groin""","""Stretching""","""Adductors""","""Other""","""Beginner"""
668,"""Lateral box jump""","""Plyometrics""","""Adductors""","""Other""","""Intermediate"""
669,"""Thigh adductor""","""Strength""","""Adductors""","""Machine""","""Intermediate"""
670,"""Thigh abductor""","""Strength""","""Abductors""","""Machine""","""Intermediate"""
671,"""Standing Hip Circles""","""Stretching""","""Abductors""","""Body Only""","""Beginner"""
672,"""Groiners""","""Stretching""","""Adductors""","""Body Only""","""Beginner"""
673,"""Fire Hydrant""","""Strength""","""Abductors""","""Body Only""","""Beginner"""
674,"""Windmills""","""Stretching""","""Abductors""","""Body Only""","""Intermediate"""
675,"""Side Leg Raises""","""Stretching""","""Adductors""","""Body Only""","""Beginner"""
676,"""Lateral hop""","""Plyometrics""","""Adductors""","""Body Only""","""Intermediate"""
677,"""Monster Walk""","""Strength""","""Abductors""","""Body Only""","""Intermediate"""
678,"""Side Lying Groin Stretch""","""Stretching""","""Adductors""","""Body Only""","""Intermediate"""
679,"""IT Band and Glute Stretch""","""Stretching""","""Abductors""","""Body Only""","""Intermediate"""
680,"""Single-leg lying cross-over stretch""","""Stretching""","""Abductors""","""Body Only""","""Beginner"""
681,"""Carioca quick step""","""Plyometrics""","""Adductors""","""Body Only""","""Intermediate"""
682,"""Standing hip circle""","""Stretching""","""Abductors""","""Body Only""","""Intermediate"""
683,"""Lateral cone hop""","""Plyometrics""","""Adductors""","""Body Only""","""Intermediate"""
684,"""Side-To-Side Adductor Stretch""","""Strength""","""Adductors""","""Body Only""","""Intermediate"""
685,"""Dynamic pigeon stretch""","""Strength""","""Abductors""","""Body Only""","""Intermediate"""
686,"""Cross-over jack""","""Strength""","""Abductors""","""Body Only""","""Intermediate"""
687,"""Traveling thigh killa""","""Strength""","""Abductors""","""Body Only""","""Intermediate"""
688,"""FYR Thigh Killa""","""Strength""","""Abductors""","""Body Only""","""Intermediate"""
689,"""HM Straddle Stretch""","""Stretching""","""Abductors""","""Body Only""","""Intermediate"""
690,"""HM Right Leg Swing""","""Stretching""","""Abductors""","""Body Only""","""Intermediate"""
691,"""HM Right Side-Kick""","""Stretching""","""Abductors""","""Body Only""","""Intermediate"""
692,"""HM Frog Stretch""","""Strength""","""Abductors""","""Body Only""","""Intermediate"""
693,"""HM Kick-Out""","""Strength""","""Abductors""","""Body Only""","""Intermediate"""
694,"""HM Left Leg Swing""","""Strength""","""Adductors""","""Body Only""","""Intermediate"""
695,"""UNS Foam Roll Adductor""","""Strength""","""Adductors""","""Body Only""","""Intermediate"""
696,"""MetaBurn Groiner""","""Strength""","""Abductors""","""Body Only""","""Intermediate"""
697,"""Side-lying leg adduction scissor""","""Strength""","""Adductors""","""Body Only""","""Intermediate"""
698,"""Groin and Back Stretch""","""Stretching""","""Adductors""","""None""","""Beginner"""
699,"""Adductor/Groin""","""Stretching""","""Adductors""","""None""","""Beginner"""
700,"""Incline dumbbell biceps curl""","""Strength""","""Biceps""","""Bands""","""Intermediate"""
701,"""Banded biceps curl in squat position""","""Strength""","""Biceps""","""Bands""","""Intermediate"""
702,"""Banded Hammer Press - Gethin Variation""","""Strength""","""Biceps""","""Bands""","""Intermediate"""
703,"""Band standing concentration curl""","""Strength""","""Biceps""","""Bands""","""Intermediate"""
704,"""Brachialis SMR""","""Stretching""","""Biceps""","""Foam Roll""","""Beginner"""
705,"""Wide-grip barbell curl""","""Strength""","""Biceps""","""Barbell""","""Beginner"""
706,"""EZ-bar spider curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
707,"""Barbell Curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
708,"""Close-grip EZ-bar curl""","""Strength""","""Biceps""","""Barbell""","""Beginner"""
709,"""Preacher Curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
710,"""Barbell Curls Lying Against An Incline""","""Strength""","""Biceps""","""Barbell""","""Beginner"""
711,"""Seated Close-Grip Concentration Barbell Curl""","""Strength""","""Biceps""","""Barbell""","""Beginner"""
712,"""Close-grip barbell curl""","""Strength""","""Biceps""","""Barbell""","""Beginner"""
713,"""Drag curl""","""Strength""","""Biceps""","""Barbell""","""Beginner"""
714,"""Reverse-grip barbell curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
715,"""Lying High Bench Barbell Curl""","""Strength""","""Biceps""","""Barbell""","""Beginner"""
716,"""Seated wide-grip curl to close-grip curl""","""Strength""","""Biceps""","""Barbell""","""Beginner"""
717,"""Seated Straigh-Bar Curl Superset""","""Strength""","""Biceps""","""Barbell""","""Beginner"""
718,"""Dave Draper Forehead Curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
719,"""Reverse-grip EZ-bar curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
720,"""EZ-Bar Spider Curl - Gethin Variation""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
721,"""Barbell curl-""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
722,"""Paul Carter Barbell Curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
723,"""Standing band biceps curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
724,"""Close-Grip EZ-Bar Curl - Gethin Variation""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
725,"""Seated Barbell Curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
726,"""AM Standing Barbell Curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
727,"""EZ-bar preacher curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
728,"""30 Arms Standing Barbell Curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
729,"""30 Arms Incline Biceps Curl""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
730,"""Bicep Curls ""21s""""","""Strength""","""Biceps""","""Barbell""","""Intermediate"""
731,"""Incline Hammer Curls""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
732,"""Hammer Curls""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
733,"""Biceps curl to shoulder press""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
734,"""Concentration curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
735,"""Flexor Incline Dumbbell Curls""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
736,"""Dumbbell Bicep Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
737,"""Cross-body hammer curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
738,"""Dumbbell Alternate Bicep Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
739,"""Single-arm dumbbell preacher curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
740,"""Alternate Incline Dumbbell Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
741,"""Standing concentration curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
742,"""Alternating incline dumbbell biceps curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
743,"""Alternate Hammer Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
744,"""Seated dumbbell biceps curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
745,"""Preacher Hammer Dumbbell Curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
746,"""Dumbbell preacher curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
747,"""Lying Supine Dumbbell Curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
748,"""Standing Dumbbell Reverse Curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
749,"""Palms-out incline biceps curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
750,"""Straight-arm plank with biceps curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
751,"""Face-down incline dumbbell biceps curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
752,"""Seated Dumbbell Inner Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
753,"""Standing Inner-Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Beginner"""
754,"""Seated hammer curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
755,"""Paul Carter Incline Dumbbell Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
756,"""Paul Carter Concentration Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
757,"""FYR Dumbbell Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
758,"""Dumbbell biceps curl to upright row""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
759,"""FYR Dumbbell Hammer Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
760,"""Dumbbell overhead hold with single-arm curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
761,"""FYR Kneeling Biceps""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
762,"""Lunge hold dumbbell curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
763,"""FYR Dumbbell Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
764,"""Alternating dumbbell snatch""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
765,"""TBS Incline Dumbbell Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
766,"""TBS Hammer Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
767,"""Reverse-grip dumbbell curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
768,"""Incline Dumbbell Curl - Gethin Variation""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
769,"""Hammer curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
770,"""Seated Dumbbell Curl - Gethin Variation""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
771,"""Dumbbell Hammer Curl - Gethin Variation""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
772,"""Single-arm seated dumbbell curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
773,"""Lying Cable Curl - Gethin Variation""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
774,"""Dumbbell biceps curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
775,"""Seated Biceps Hammer Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
776,"""HM Alternating Reverse Lunge With Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
777,"""AM Hammer Curls""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
778,"""AM Seated Hammer Curls""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
779,"""Seated alternating biceps curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
780,"""Alternating hammer curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
781,"""Alternating biceps curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
782,"""Holman Slow Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
783,"""Holman Biceps Curl to Chest Punch""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
784,"""Holman Right Arm Heavy Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
785,"""Holman Left Arm Heavy Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
786,"""Holman Alternating Front Lunge Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
787,"""Holman Weighted Double-Time Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
788,"""Holman Heavy Right Arm Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
789,"""Holman Heavy Left Arm Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
790,"""MetaBurn Dumbbell Drag Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
791,"""MetaBurn Hammer Curl to Overhead Press""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
792,"""MetaBurn Biceps Curl To Lateral Raise""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
793,"""FYR2 Alternating Dumbbell Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
794,"""FYR2 Pulse Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
795,"""FYR2 Seesaw Dumbbell Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
796,"""FYR2 Single-Dumbbell Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
797,"""FYR2 Dumbbell Curl-Row Complex""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
798,"""30 Arms Standing Dumbbell Hammer Curl 21s""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
799,"""30 Arms Standing Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
800,"""30 Arms Standing Alternating Hammer Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
801,"""30 Arms Standing Alternating Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
802,"""30 Arms Single-Arm Hammer Preacher Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
803,"""30 Arms Single-Arm Dumbbell Preacher Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
804,"""30 Arms Seated Dumbbell Concentration Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
805,"""30 Arms Seated Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
806,"""30 Arms Seated Alternating Biceps Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
807,"""30 Arms Incline Hammer Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
808,"""30 Arms Incline Dumbbell Triceps Extension""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
809,"""30 Arms Hammer Curl""","""Strength""","""Biceps""","""Dumbbell""","""Intermediate"""
810,"""Reverse Plate Curls""","""Strength""","""Biceps""","""Other""","""Beginner"""
811,"""Standing Biceps Stretch""","""Stretching""","""Biceps""","""Other""","""Beginner"""
812,"""Suspended Curl""","""Strength""","""Biceps""","""Other""","""Beginner"""
813,"""Plate hammer curl""","""Strength""","""Biceps""","""Other""","""Beginner"""
814,"""Barbell spider curl""","""Strength""","""Biceps""","""Other""","""Intermediate"""
815,"""Barbell forehead curl""","""Strength""","""Biceps""","""Other""","""Intermediate"""
816,"""Overhead cable curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
817,"""Standing One-Arm Cable Curl""","""Strength""","""Biceps""","""Cable""","""Beginner"""
818,"""Reverse Cable Curl""","""Strength""","""Biceps""","""Cable""","""Beginner"""
819,"""Standing Biceps Cable Curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
820,"""Cable rope hammer curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
821,"""Lying cable biceps curl""","""Strength""","""Biceps""","""Cable""","""Beginner"""
822,"""Cable rope preacher hammer curl""","""Strength""","""Biceps""","""Cable""","""Beginner"""
823,"""Lying Close-Grip Bar Curl On High Pulley""","""Strength""","""Biceps""","""Cable""","""Beginner"""
824,"""Cable EZ-Bar Preacher Curl - Gethin Variation""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
825,"""Squatting cable EZ-bar biceps curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
826,"""Cable straight-bar biceps curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
827,"""Standing reverse-grip cable curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
828,"""Lying high-cable biceps curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
829,"""High-Pulley Cable Curl - Gethin Variation""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
830,"""Standing High Cable Curl - Gethin Variation""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
831,"""High Cable Curls""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
832,"""Seated cable biceps curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
833,"""Lying Close-Grip Bar Curl On High Pulley - Gethin Variation""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
834,"""Standing Cable Curl - Gethin Variation""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
835,"""Double Arm Cable Biceps Curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
836,"""AM Cable Biceps Curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
837,"""Single-arm cable biceps curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
838,"""UP Cable Curl With Straight Bar""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
839,"""30 Arms Cable Rope Hammer Curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
840,"""30 Arms Squatting Cable Straight-Bar Curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
841,"""30 Arms High Cable Curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
842,"""30 Arms Cable Straight-Bar Curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
843,"""30 Arms Cable Concentration Curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
844,"""30 Arms BFR High Cable Curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
845,"""BFR cable rope hammer curl""","""Strength""","""Biceps""","""Cable""","""Intermediate"""
846,"""Machine Bicep Curl""","""Strength""","""Biceps""","""Machine""","""Beginner"""
847,"""Machine Preacher Curls""","""Strength""","""Biceps""","""Machine""","""Beginner"""
848,"""Single-arm machine preacher curl""","""Strength""","""Biceps""","""Machine""","""Intermediate"""
849,"""Machine preacher curl""","""Strength""","""Biceps""","""Machine""","""Intermediate"""
850,"""Smith machine drag curl""","""Strength""","""Biceps""","""Machine""","""Intermediate"""
851,"""30 Arms BFR Machine Preacher Curl""","""Strength""","""Biceps""","""Machine""","""Intermediate"""
852,"""Seated Biceps""","""Stretching""","""Biceps""","""Body Only""","""Beginner"""
853,"""TBS Chin-Up""","""Strength""","""Biceps""","""Body Only""","""Intermediate"""
854,"""Pull-up - Gethin Variation""","""Strength""","""Biceps""","""Body Only""","""Intermediate"""
855,"""UN Pull-Up Supinated""","""Strength""","""Biceps""","""Body Only""","""Intermediate"""
856,"""UN Pull-Up Pronated""","""Strength""","""Biceps""","""Body Only""","""Intermediate"""
857,"""UN Pull-Up Neutral""","""Strength""","""Biceps""","""Body Only""","""Intermediate"""
858,"""EZ-Bar Curl""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Intermediate"""
859,"""Reverse Barbell Preacher Curls""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Beginner"""
860,"""Close-Grip EZ-Bar Curl with Band""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Beginner"""
861,"""Standing EZ-Bar Curl - Gethin Variation""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Intermediate"""
862,"""TBS EZ-Bar Curl""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Intermediate"""
863,"""Standing EZ-bar curl""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Intermediate"""
864,"""30 Arms Standing Overhand EZ-Bar Curl""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Intermediate"""
865,"""30 Arms EZ-Bar Spider Curl""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Intermediate"""
866,"""30 Arms EZ-Bar Preacher Curl""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Intermediate"""
867,"""30 Arms Standing EZ-Bar Curl""","""Strength""","""Biceps""","""E-Z Curl Bar""","""Intermediate"""
868,"""Calf Raises - With Bands""","""Strength""","""Calves""","""Bands""","""Beginner"""
869,"""Peroneals Stretch""","""Stretching""","""Calves""","""Bands""","""Intermediate"""
870,"""Posterior Tibialis Stretch""","""Stretching""","""Calves""","""Bands""","""Intermediate"""
871,"""Calf SMR""","""Stretching""","""Calves""","""Foam Roll""","""Beginner"""
872,"""Rocking Standing Calf Raise""","""Strength""","""Calves""","""Barbell""","""Beginner"""
873,"""Standing barbell calf raise""","""Strength""","""Calves""","""Barbell""","""Beginner"""
